filename,label,transcript
audio_710.wav,1.0," hey thats lucky on there duns on these days these 25, photo news These twenty 24 One more, you win a lot. I mean, I was an innocent person. And given during events when, until my title was given... ras advocate. Goa... Or you should talk about gaming if forgot to their conversation though."
audio_1265.wav,1.0," My favorite hobby is cultivation of plants such as gardening, offers you a rewending experience with gardening. I can gain immense of plants to plant and the flowers and herbs to"
audio_1114.wav,1.5, My goal is to become an electrical employee and also I am studying the electronics engineering to become an electrical engineer how to study about electrical and to achieve my goal is to have about the electronics and we have prepared the topics thoroughly to reach the
audio_946.wav,1.5, the playground looks like very clear and neat as there are a lot of colorful things like a basket ball coat.
audio_1127.wav,2.0," My goal is to bring my parents to live with me. And this is the only goal I have in my life. And it's long term goal or short term goal. Whatever you want to say. My parents send me to study far from home because of my future. So that's my responsibility. For their happiness, I will bring to them with me. Because every parent's love, their child, no matter how they want to live with you. And the challenges I face during this is competition. There is very high competition in the market. But I still, but this thing motivates me to focus and get a wide on the path to achieving my goal."
audio_669.wav,2.0," Today I am going to speak about the topic named crowded market. The market is always crowded with carts, horses, dankies and camels and also cows. They came loaded with the produce of the season such as vegetables and cotton and fishes oil seed vegetables etc. Whenever I visited the crowded market, I find the shouting loudly to sell their goods. They sell their goods by shouting loudly. They try to attract the people by several names and they also speak about the type of the item they are selling and the price of the item also and how much amount it costs foratively."
audio_1029.wav,2.0," I would like to go the Sachi for the Sachi's Tup. He is a very famous place in the MP. And there a local food will be a good, a very best food like a Pao Aji. And the latest it is like a sandwich and a Maima sandwich is the famous food of the Sachi. And this is made by Samrat Ashok. They are the powerful emperor of the India. It becomes, its empire becomes over all the Indian, out of the India. He will be established our empire through defeat the many kings. And after that he made us Tup, called us Sachi's Tup for Buddha's. It is established in the Sachi."
audio_713.wav,2.0, There is someone to stole some radicates the market and they hear the loud voice of the vendor shouting at the man. Sometimes受pothe the players judge and reports the lack method of és
audio_845.wav,2.5," the best idea of my life is my 10th results. It was May 14, 2019, I think it was May 14, 2019. I got 10 by 10 CGPA, but I didn't like because I don't want to compare with others. My friends got 10 CGPA only, but my parents are compared with all members. If they have got very better than me, then they will scold me otherwise they will be very happy. And only if I got 8.9 CGPA, but they compare with the toppers, they got 9, when why did you give, why didn't you, you didn't get 9 CGPA, they will scold me. If I didn't get 10 CGPA, then I would be very happy for some. And then I don't want to compare with others, because talent describes you more. When you..."
audio_150.wav,2.0, am T�� You should look out. You should look out. You should look out. You should look out. I am tired of you. You should look out. You should look out. You should look out. spell
audio_764.wav,2.0," I am going to tell about my hobby. And my hobby generally a hobby is considered a regular activity that is done for enjoyment during leisure time. Hobby include themed items and objects, engaging in creative and artistic, pursuits, playing sports, or doing really creative things or participating in any of the activities. I generally interested in reading books or developing fashion making it diverse and different from others. I wish to follow trends in society. And also the advancing production and technology of this generation."
audio_1253.wav,2.5," My favorite place is Shirdi. Shirdi is temple. We went to Shirdi with my family, it's my family. And we have enjoyed it very lot. We have enjoyed it very lot. And Shirdi is look like a very beautiful. And in the Shirdi, the goddess is the goddess. She is a shy Baba. And we really enjoyed very nicely. And in Shirdi, we visited near Kriya. We visited Kriya's also. A more place is like Shirdi Singalapuram and Nasi. In Nasi, Shiva is located as a god. And there is the famous place called Paubaji. And it is mostly famous place. And I like that place very much. And there is beautiful place."
audio_1271.wav,2.0, my goal is I become an interpreter in the brain here because I am not worker under anyone. I think to provide work to everyone because my education is not to work from under anyone. I try to provide work to everyone and develop myself. Providing work is very good to in the world because giving work is a good help to everyone. This is my long-term goal to become an interpreter. Thank you.
audio_638.wav,2.5," My goal is editing. I haven't been interested in editing field. Currently I am running Insta page. This is 5K followers. Starting is very good to face how to add effects. I am using how to cut videos, how to make a video clip. Watching YouTube and learning are the starting stages. It is so difficult for learning. After that I feel free to edit videos. Insta page also reaches recently 1M. It is so good."
audio_755.wav,2.0," My hobby is to enjoy the every movement of the life. Whatever it may be, it may be the sad, happy or something else. Every moment is precious for us. So we need to enjoy every moment in our life. Whatever it may be, the result. We should not think on result. We should think on process. How the process is going on? Then it will automatically give us a smile on our face. And that is my ultimate goal. Not thinking of too much of result. What will happen now tomorrow, day after tomorrow? No. Favorite hobby is to enjoy the every movement of life. And having smile on our face, that is it."
audio_950.wav,2.0," It is a nice cool playground, looks like a small, and you cannot miss anything that playground. And there is no any active particular games or activities that are popular among playgrounds on the playground. Only in the school playground, you can listen only to bring a building, only you can do here in schools mostly. There is also a reason to other classes, how to tell teachers, play teachers, and so much."
audio_1232.wav,2.5," For me, school ground was like a heaven where we brought all of us Saras, Tuea and Tears into a happiness where we all our friends and family of family must of our cousins. We loved it because it was a beautiful place. We hear the lots of every children. Nowadays, I miss the school background because I in the college where I am busy with my academics. And for me, my favorite game was Shattil where I played with my brother in school and I am the Shampian in the Shattil. I like the school playground and I miss the school playground nowadays. Too much. And it was too good and those memories are too beautiful whenever I remember them. And it was a good experience but I miss them."
audio_346.wav,2.5," My best year in my life was also when I was successful in my life and I am my parents and my neighborhood's dad, my friend there. I said that I am successful in my career that was my best in my life. I am very happy when I achieved my goals to proud by family and my friends. My best day of life is when I am successful in my life. But due to college, the day was not coming yet. But I am trying to get successful in my life too. So I am working hard."
audio_730.wav,2.0, Generally crowd markets contains in a different situation. It is mainly suitable for vegetables and where the people sell the vegetables at one place. And people especially in middle class families come especially to purchase those vegetables in Sunday. And they would like to purchase those vegetables in different ways. Like buyers and sellers are accommodating in those places and they are bargaining for the vegetables. And so many people are there in that place where it was a crowd market and it was so busy. And same vegetables or selling different different persons at different different prizes. And people are bargaining on that. And it was mainly on Sunday in India especially and the crowd market.
audio_783.wav,2.0," I describe my favorite hobby. Maybe my favorite hobby is playing violent on. And I play it with my son or with my husband, or even my solo or alone time. I want to give this opportunity to play and practice of my hobby. And then I want to play this to get sweat and exercise as well every day. I want to be useful to our healthy and will be in when we get not forgetting younger, forgetting older by the time in year goes by. So that's why this is my favorite hobby playing badminton. As well, I'm using araketa and a feather to play that badminton. We enjoy it a lot with my son and with my family to play this every day."
audio_39.wav,2.5," every person has a goal to achieve it for that he work hard and to be patient to achieve it. My goal is to crack civil services and join in civil services. In problem, I face to achieve it. It's a very tough exam and to crack this exam we need a many sources and"
audio_292.wav,2.5," on the best day of my life is the university I attended. Ustad game is part festival called Nuga wish and comprises all the old country, all the old university, popular state university, fight the effect of university in my country, whereby it comes with in particular my school, Ustad competition. I was so happy. What made this pressure because me see different people from different culture, from different background, you want please participating in the sport. I feel elated. I was so happy. Whenever I think about this, did that particular day I'm so happy because I'm a kind of person. I love sports. Literally I participated in field hockey for my school. In this particular day I played field hockey for my school professionally. And I love football. It was a very great day."
audio_880.wav,2.0," Okay, my best day of life is virtue in good marks and you can do that set some action. It is my best day and place elder to me and also it is my specialty to my parents also. In this I think when I writing it was difficult to me right at the time say I cannot feel that it was a bad experience to me while writing it then I can think that I want that it could not see but after getting the result I felt very good by getting good marks which was very very open to me and also very pleasant to me. I was getting good marks on my parents also very very happy which was getting my good marks on my friends also which was very pleasant I mean getting a good marks coming because I feel good feeling on that day I feel waiting better to me."
audio_921.wav,2.0,
audio_68.wav,2.0," Yeah, I have a soy crowded market. There are different types of people out there. It's very crowded with a large number of people. On one side, there are some people who are selling vegetables, some people are selling fruits, and some are selling other essential products that are required for the humans. And when I hear about the market, it's a fascinating thing that there will be a large number of the people. And from morning to evening, people work hard there to fed up themselves for their feed and all. And it's very... that's it."
audio_905.wav,2.0," my special day and which is the best day of my life. That is my birthday when I was intense at it. It is my best day because every school friend was at my home and we had many memories. Without that day, I think my life is incomplete. Whenever I remember that day, I always get many thoughts about my school days and it remembers how we enjoy our schooling. And also it brings a bright smile on my face. This is why I call that day as special as I can say. The special day reminds me of all my schooling, memories and how we fought, how we recollect, and how we enjoyed our schooling with our friends. This is the best day of my life."
audio_1035.wav,2.5," I would like to visit South Korea because I really love the place to visit once in a life. I would like to travel to Eropon because that could be my first experience. I would like to taste the local dishes in South Korea, kimchi, jjimpong, sushi and many other dishes. Spice, I would like to taste the spicy dishes. I would like to visit the country in autumn season because the flowers or the tree blossoms, cherry blossoms."
audio_1290.wav,2.5, My goal is to become a bank employer and the goal is to import it import it to deserve the life. We must maintain a one of the goals that I pay any challenges while coming to this goal to put goal in my life. To become a bank employer we have to take many problems and we have to so we have to take the problem also. I am ready to take the challenges whatever comes to this. I really struggle hard to work. I really struggle hard for such a fully competitive my goal to become a bank employer. To become a bank employer my mother will be all.
audio_1221.wav,2.5, market is a place where the seller sells goods to the buyer and buyer spends some money on the thing what the seller is selling. In current market every person wants to sell the goods they object or think the seller talk or speak globally about the product which was they selling and also they provide the price in the market when the people hear the price of the product that can go on.
audio_824.wav,2.0, At first my hobby was not special about particular topic but when I was in school I was most attracted to Tenikot game which was my hobby and I would like to play Tenikot and in school times I have plenty of time to play that. Now I am in college right now I don't have time to play and I would like to play the Tenikot game with others and Tenikot game will be played as a singles and doubles. I prefer to play as a singles because as of one opposition of the player only one person so I can easily enjoy that game very well and Tenikot game gives most enthusiastic energetic performance and for this game we use tools like Tenikot ring that is used to play that Tenikot game.
audio_743.wav,2.0, Market is a crowded place and here selling and buying takes place and there are a lot of the people's where transactions will be held there like exchanging between the solar and fire goods and their vegetable vendors and some other things are going on in the market and here the day is with the crowded like whatever we want we go to the market and by the and it is like shouting there like selling their prices and increasing as compared to the others and like that there will be takes place and market is a good thing to everyone to take the things from there and it is a crowded place the scene is too much cloudy and
audio_676.wav,2.5," Basically, market means market is full of crowd because everyone is selling and buying the vegetables. So everyone wants to sell and buy the vegetables because vegetables are the main source to eat and it is the main important thing for our market and our day duration. So everyone wants to go to market so that's where the market is crowd means it is all about being our selling vegetables and everyone wants to eat. So that's why the market is all about crowd."
audio_1111.wav,2.5," Yes, there are several popular games and activities among students on the playground. Some common ones include tag, hopscotch, champ rope, pole square, basket ball, sock, and various imaginative games like pretend player role play games. Trends may vary based on location, culture, and age group but there are often, stepples in many school ads."
audio_354.wav,2.5, best day in life is ending money for everyone its money is most important. So ending yourself is a thing when we start earning. So actually to earn money you have to know the some skills even if we need money or to earn money we must complete our graduation or studies or need some skills. But if you earn money where we are education like even in school times. So it will be more best day for a any student. So I earn some money using referral apps. It makes a day which will be happy to everyone like me also it's the best day and when I feel I think about the day. So it will be best than others because when we earn money on ourselves and to purchase something which we need. So that the day is best day.
audio_134.wav,2.5," the people are saving the fruits and the vegetables in the market. They just do fresh water, fresh fruits, fresh vegetables. Sound here in the market was just 20 kg per, I am sorry, 20 rupees for kg, 20 rupees per kg. And according to people they can buy the food according to the best price. The crowd would change throughout the day from morning to evening. There is no such crowd in the island of morning but around 10 to 11 the crowd were increasing. There is an evening that crowd was much better."
audio_881.wav,2.0," Ah yeah, the best thing of my life is when having a pregnant, when I get pregnant, when the time and when I was 19 years old that time. And then this is the best day of my life because I have a baby that year, 2011 and then the next emotions, happy, sad and I don't know what to do for being of first time mom. And then I grow and care my son from way back when he was 11 at this point when he is turning 13 on December 2011. And then thinking that day, I want to take good care of that child whenever happens. I'm a solo parent and then yeah, that's it."
audio_877.wav,2.0, I don't know. Do you know what I'm saying? I know you know several. You said he's a born. No. No. The birthday of my life was overnight in gratitude for my mom. I schooled. I was so excited because I thought there's going to be another opportunity for me and I was very proud of you there. I'm welcome to go out to dinner. To eat and drink out. So happy. I'm going to stay home there. To go to the grocery store.
audio_687.wav,2.0," Okay, in the food market there is a lot of people. They selling a lot of things like a large stone like a bike, a lot of things which is a lot of stone and they sell a lot of things which can be incredible things. In market we can see so many people from evening to morning, they can sell different types of things from further livelihood. So so many people are present in their life. I think so many people are coming there to enjoy and their life, it was a present day, they can see that so many people like we can see that no one can come there."
audio_1120.wav,2.0," My goal is to become an IT sector and I see repeated companies is long term goal. A short term goal is to get in each of IT sectors and it makes it makes pros to meet my parents. And any challenges you can face to achieve this goal. My parents to motivate, to shape, focus on this path to achieve your goal, to join it, to get a job in IT sector and the MS companies like that. Now mostly my parents and friends also to motivate, to get a job in IT sector."
audio_349.wav,2.0, So the topic is to describe the best day of your life. So the best day of my life is to when I go to the tour in to mountain. I will climb the mountain and see natural beauties and meaningful phrases and many more. I will climb 27 km in 2015. There are mountains and mountains and mountains. There are some mountains and mountains.
audio_1249.wav,2.0," My favorite hobby is drawing and I lot of enjoy when my creative thoughts are coming to real estate with my drawings. I use so many tools like pencils and in the pencils there are so many shades like the 2V etc. I like to draw alone. In the most of the time I draw my glass from when I paint more glass. I will draw most of the things like my lectures except draw, but they did."
audio_1214.wav,2.0," I have been to the supermarket and I have seen a lot of people, it is very crowded in the supermarket and the most of the people are purchasing electronics which has an offer for the festival sale. I heard the most of the announcements on the electronics which are offered on the day. When I entered the morning, the market is fully crowded and it comes to the evening the retail is empty. The people most of them are purchase, relax, give us, and free gifts and gaming consoles."
audio_19.wav,2.0," Describing about my happy hobbies, I would like to listen songs when I was in free time and again I started to do things about myself to take care of myself and finish all of my things. Describing a favorite hobby, what do you enjoy the most about your hobby? Or there are no tools that you need to use for your hobby, do you enjoy practicing your hobby and your own or other with others? I mostly like to spend time with myself only to take care of myself."
audio_1234.wav,2.5," My tone is my entire world. I was right there. I was lot of lowly ending memories of it. I used to play there with my friends and cousins during my early years. In my community, everyone could tell. My tone has many trees. I can only think of one spot. I enjoyed very well in my tone. My favorite place is my home tone. In my home tone, I enjoyed well. I get a lot of happiness from my home tone because of my friends, family and relatives. There is more enough..."
audio_679.wav,2.0, actually go to the people selling and buying in the market. In the market we see the people selling vegetables and fruits and flowers and many more things like the weekly hotels as well and the market is so much crowded actually because actually the market is much crowded in the morning early in the morning because the people will start cooking right in the morning which is like defense next lunch next dinner so definitely they need to buy in the morning most of them buy in the morning and the people like retail vegetables they had to get vegetables at the normal at off at a cool price then they had to go early in the morning and buy the vegetables with the offered.
audio_1322.wav,2.0," My favorite place to visit is our province, which is Bikol. And I love Chambali. I love going to Bikol because there's local foods or dishes that which I love to eat there. I can eat seafoods there that we can get from a sea. And we used to travel or to go to our province, which is Bikol when it's holy week. So, where our whole family is gathering our holy week or spend our holy week to our province. And we bond and we celebrate or spend the holy week together with our whole family day."
audio_1030.wav,2.0," My favorite place to visit is Rajasthan. It's a vibrant culture. There are different types of landscapes there. We can explore the places of Jaipur, witnessing the beautiful forts, different types of forts there. You also have a desert to visit there in the Rajasthan. In India, we can find only the desert in Rajasthan."
audio_712.wav,2.0," Market. We know market is a very crowded place. Market not only sells food, food essential or kitchen essential but also the things what we wear like cloth, shoes and many other things. Market in markets while buying the things we choose places by their prices. When it comes to market we can hear lot of noises in the market. And also in the morning times it will be litigated but as the day comes of the afternoon the noises started to increase and up to evening this."
audio_807.wav,2.0, I enjoy practicing my voice while singing at the karaoke because that is my hug. I used my phone and YouTube that connected the Bluetooth speakers and I enjoyed this happy with my friends and family.
audio_1238.wav,2.5," I am describing my favorite hobby. My favorite hobby is to play musical instrument. My favorite instrument is mouthhogan, ksia and gita. I have all the three items presented at Maru and I have spent two hours daily on there. So this is my good hobby and this is my talent that is gifted and I am making this talent very beautiful. I am also participating in many of the events that are organized by the college and I am performing that event so that I can provide some good music to these students that are listening in that event. So I am good at music and I love to play music instruments."
audio_934.wav,2.0," Describing about the best day in my life is not a particular day, but I think every day start with new hope and new experiences. So every day we have to think that it is a new chance or a new day to make and not about a single day as a best day. I will try to make every day as a best day in my life. Not only a single day, but I will treat every day as a best day and make every day as a special day in my life. Bye."
audio_677.wav,2.5," market pays is a very busy place where people go to buy articles of theirness. It is a very pleasant place for both buyers and sellers. There is no much other place in the area having so much big risk business as a market. I always find a big crowd there. There are several shops out there that do it. Big shops with more attractive business have come here from far and wide for purchasing or selling their products. The market is always crowded with carts, horses, donkey and cams. They come loaded with the produce of season such as a cotton grain oil, seeds, which still takes action."
audio_539.wav,2.5," Yeah, my journey to Kannada State was amazing and that experience gave me a wonderful day. And local foods are dishes from this place where I would like to eat special foods, not a rarely choose. I think Briani and some more dishes that chooses those places correctly match them. And the season I would prefer is winter season. At that time the place will be cool and whether time made I would like to amazing."
audio_155.wav,2.0," I like to play Bhagavan, it is one of my favorite hobbies. It is always teachers how to take the right steps. It always teaches me how to be focused. Other than that, it always has taught me how to take the perfect decision on time. Which short I have to play. It always not only helps me to be fit and active. It also teaches me how to take the best decisions. Apart from that, it has maintained my life into a good routine. It is my favorite hobby and whenever I play with it, then I always end up with a good spirit. I have been passionate for single-hand hobby from the past six years. It involves using various mediums. I can play it from outside. It is about my..."
audio_277.wav,2.5," My topic is to describe a food the best day in my life. And the best day in my life is when I am studying a 10th standard. They suddenly plan to conduct an essay writing about social media. Actually, we are not aware about at the 10th. When I am studying, I tend to stand it. But they opted to select the Telugu, Hindi and English languages. They intimidated us to participate and then leave the college for that last day. We have the dastra always at the time. At the end, after the day, we need to enjoy our holidays, everyone in that mood. But they conducted the essay writing. Due to my staff instructions, I participated in that. Unfortunately, I won't eat that day. I am taking away from the inspectors."
audio_630.wav,2.0, This goal is important to me. The challenges I face are a lot. What motivates me to say focus is my determination and focus.
audio_1116.wav,2.0, My goal in life is to continuously learn and grow myself while also helping others so that they can feel very happy. I would like to help others who are in need of something. I also start to make a positive impact on the world. I want to contribute myself for a better
